site_id,name,facility_category,latitude,longitude,inside_no_fly_zone,drone_access_class
facility_1506,کلینیک روانشناسی حس زندگی,clinic,35.779463,51.3648671,False,eligible_for_obstacle_safe_drone_routing
facility_1507,مطب زیبایی و لیزر بنیز,doctors,35.7534292,51.4756274,False,eligible_for_obstacle_safe_drone_routing
facility_1508,ارتوپدی فنی باریش,hospital,35.7723579,51.3240929,False,eligible_for_obstacle_safe_drone_routing
facility_1509,ساختمان پزشکان ترنج,clinic,35.7530722,51.5486332,True,requires_special_authorization_or_ground_handoff
facility_1510,دکتر بنفشه تاج بخش,doctors,35.7479454,51.410478,False,eligible_for_obstacle_safe_drone_routing
facility_1511,مطب دکتر شیوا حاجی خانی,doctors,35.679877,51.4012486,True,requires_special_authorization_or_ground_handoff
facility_1512,مطب دکتر محمد سبزی کاریان,doctors,35.6798979,51.4012357,True,requires_special_authorization_or_ground_handoff
facility_1513,دکتر هومن مولوی,clinic,35.7913046,51.4185222,True,requires_special_authorization_or_ground_handoff
facility_1514,لابراتوار سینا,laboratory,35.6726683,51.4711886,True,requires_special_authorization_or_ground_handoff
facility_1515,مطب دکتر سید رضا هاشمی,doctors,35.7821106,51.3765661,True,requires_special_authorization_or_ground_handoff
facility_1516,کلینیک اورولوژی و ناتوانایی جنسی دکتر البرز وشتاسبی,clinic,35.7655366,51.476062,False,eligible_for_obstacle_safe_drone_routing
facility_1517,کلینیک دندانپزشکی تبسم مهر,clinic,35.7628227,51.3982312,False,eligible_for_obstacle_safe_drone_routing
facility_1518,کلینیک تخصصی طب کار دانیال,clinic,35.6372183,51.411074,False,eligible_for_obstacle_safe_drone_routing
facility_1519,unnamed,clinic,35.7177749,51.4102598,True,requires_special_authorization_or_ground_handoff
facility_1520,مطب دکتر احیا خان احمدی - متخصص زنان و زایمان,doctors,35.7967109,51.4194786,False,eligible_for_obstacle_safe_drone_routing
facility_1521,کلینیک زیبایی آسو,clinic,35.7769955,51.365526,True,requires_special_authorization_or_ground_handoff
facility_1522,کلینیک زیبایی مه رویان,clinic,35.7753678,51.4207004,False,eligible_for_obstacle_safe_drone_routing
facility_1523,کلینیک سلول های بنیادی دکتر فتحی,clinic,35.8009293,51.4610733,False,eligible_for_obstacle_safe_drone_routing
facility_1524,مطب پوست، زیبایی و لیزر نیژ,doctors,35.756175,51.3941866,False,eligible_for_obstacle_safe_drone_routing
facility_1525,کلینیک زیبایی مهر,clinic,35.7396499,51.4962172,False,eligible_for_obstacle_safe_drone_routing
facility_1526,مرکز فوق تخصصی گوارش، کبد و لاغری دکتر مقداد صداقت,clinic,35.7682918,51.4421615,True,requires_special_authorization_or_ground_handoff
facility_1527,دکتر منصور همایونی,doctors,35.7475379,51.4121912,True,requires_special_authorization_or_ground_handoff
facility_1528,کلینیک ارتوپدی فنی رادمان,clinic,35.7084784,51.3851949,False,eligible_for_obstacle_safe_drone_routing
facility_1529,دکتر بابک باب شریف,doctors,35.7586131,51.4107113,True,requires_special_authorization_or_ground_handoff
facility_1530,مرکز دیالیز بیمارستان لبافی نژاد,clinic,35.7672987,51.4637096,False,eligible_for_obstacle_safe_drone_routing
facility_1531,کلینیک مهر افروز,clinic,35.8119214,51.4596225,False,eligible_for_obstacle_safe_drone_routing
facility_1532,دکتر امیرحسین امامی میبدی,doctors,35.7587796,51.3617984,False,eligible_for_obstacle_safe_drone_routing
facility_1533,دکتر وهاب آسترکی,doctors,35.7989236,51.4734004,False,eligible_for_obstacle_safe_drone_routing
facility_1534,کلینیک لیما,clinic,35.7799847,51.4588386,False,eligible_for_obstacle_safe_drone_routing
facility_1535,مجموعه پزشکی سانیک,clinic,35.7172373,51.4072106,False,eligible_for_obstacle_safe_drone_routing
facility_1536,رادیولوژی و سونوگرافی دکتر شهریاریان,doctors,35.7083787,51.3837272,False,eligible_for_obstacle_safe_drone_routing
facility_1537,تصویربرداری و سونوگرافی معراج,doctors,35.7080553,51.3825872,False,eligible_for_obstacle_safe_drone_routing
facility_1538,مطب دکتر وحید معتمدی,doctors,35.7081545,51.3879699,False,eligible_for_obstacle_safe_drone_routing
facility_1539,مطب دكتر سيد محمود اسحق حسينى,doctors,35.7082722,51.3839104,False,eligible_for_obstacle_safe_drone_routing
facility_1540,مطب دکتر فرهاد شاهی,doctors,35.708311,51.3837812,False,eligible_for_obstacle_safe_drone_routing
facility_1541,دکتر عباس علی بخشی,doctors,35.7082696,51.3852432,False,eligible_for_obstacle_safe_drone_routing
facility_1542,مرکز تصویربرداری و ام آر آی تهران ۱۰۱,doctors,35.7085043,51.3851438,False,eligible_for_obstacle_safe_drone_routing
facility_1543,دکتر قره گزلو,doctors,35.7082485,51.3855463,False,eligible_for_obstacle_safe_drone_routing
facility_1544,گفتار درمانی باران ( شعبه غرب),clinic,35.724237,51.3292756,True,requires_special_authorization_or_ground_handoff
facility_1545,مطب پوست و مو زیبایی دکتر محسنی,doctors,35.804083,51.4343634,True,requires_special_authorization_or_ground_handoff
facility_1546,سونوگرافی و رادیولوژی لادن,doctors,35.7271083,51.4938467,True,requires_special_authorization_or_ground_handoff
facility_1547,دکتر الهام ظرافت فرد (خون و سرطان),doctors,35.7593471,51.4099814,True,requires_special_authorization_or_ground_handoff
facility_1548,مطب دکتر شهریار عزیزی,clinic,35.7776036,51.3581622,False,eligible_for_obstacle_safe_drone_routing
facility_1549,مطب دکتر مرتضی جلالی فخر,doctors,35.7580138,51.446921,True,requires_special_authorization_or_ground_handoff
facility_1550,آزمایشگاه آناهیت,laboratory,35.7573782,51.1573538,False,eligible_for_obstacle_safe_drone_routing
facility_1551,پلی کلینیک تخصصی طاها تب,clinic,35.7412229,51.5479856,False,eligible_for_obstacle_safe_drone_routing
facility_1552,دکتر امیر رضا معتبر,doctors,35.7996976,51.4688034,False,eligible_for_obstacle_safe_drone_routing
facility_1553,دکتر جواد خالقی,doctors,35.797291,51.4102705,False,eligible_for_obstacle_safe_drone_routing
facility_1554,کلینیک زیبایی آمیتیست,clinic,35.6997367,51.3658078,True,requires_special_authorization_or_ground_handoff
facility_1555,آزمایشگاه دنا,hospital,35.7500692,51.4110696,False,eligible_for_obstacle_safe_drone_routing
facility_1556,درمانگاه عمومی شهرداری منطقه ۹,clinic,35.6860595,51.3464032,True,requires_special_authorization_or_ground_handoff
facility_1557,مطب دکتر نوید رفعتی نژاد,doctors,35.7796107,51.3622802,True,requires_special_authorization_or_ground_handoff
facility_1558,کلینیک زیبایی آسا,clinic,35.638974,51.4109558,False,eligible_for_obstacle_safe_drone_routing
facility_1559,مجتمع پزشکی تخصصی آوی‌سینا,clinic,35.6869763,51.3629556,True,requires_special_authorization_or_ground_handoff
facility_1560,کلینیک تخصصی و رادیولوژی دندانپزشکی مهر گاندی,clinic,35.7551213,51.4130349,True,requires_special_authorization_or_ground_handoff
facility_1561,کلینیک زیبایی نیکی,clinic,35.6975561,51.3752764,False,eligible_for_obstacle_safe_drone_routing
facility_1562,مجتمع پزشکی شفاء,clinic,35.7565986,51.162908,False,eligible_for_obstacle_safe_drone_routing
facility_1563,اورژانس بیمارستان میلاد,hospital,35.745083,51.3802188,False,eligible_for_obstacle_safe_drone_routing
facility_1564,مطب پوست و مو شیلر بیوتی,clinic,35.7342708,51.3584021,False,eligible_for_obstacle_safe_drone_routing
facility_1565,مرکز تصویربرداری امید نوین,hospital,35.7562819,51.3955302,False,eligible_for_obstacle_safe_drone_routing
facility_1566,آزمایشگاه تشخیص پزشکی بابک,laboratory,35.681324,51.4496205,True,requires_special_authorization_or_ground_handoff
facility_1567,کلینیک زیبایی سام شعبه زعفرانیه,clinic,35.7932284,51.4108218,False,eligible_for_obstacle_safe_drone_routing
facility_1568,دکتر محمد زواره ای بوتاکس معده,doctors,35.772027,51.3784506,False,eligible_for_obstacle_safe_drone_routing
facility_1569,پروتز مو گلها هایفیکس,clinic,35.7418624,51.4437246,True,requires_special_authorization_or_ground_handoff
facility_1570,مرکز ترک اعتیاد آوای سحر,clinic,35.740709,51.5512753,False,eligible_for_obstacle_safe_drone_routing
facility_1571,درمانگاه شبانه روزی لاله زاگرس,clinic,35.7254348,51.46908,True,requires_special_authorization_or_ground_handoff
facility_1572,درمان کمردرد از راه دور دکتر محمدی,clinic,35.7892387,51.4235436,False,eligible_for_obstacle_safe_drone_routing
facility_1573,کلینیک زیبایی دکتر یسری طباطبایی,clinic,35.8122419,51.4570183,False,eligible_for_obstacle_safe_drone_routing
facility_1574,کلینیک زیبایی شاداب,clinic,35.7616439,51.3360714,False,eligible_for_obstacle_safe_drone_routing
facility_1575,رادیولوژی دهان، فک و صورت دکتر شاهین همتی,clinic,35.7690993,51.4589477,True,requires_special_authorization_or_ground_handoff
facility_1576,مطب دکتر غلامرضا امینی فوق تخصص قلب,doctors,35.6922635,51.4813186,True,requires_special_authorization_or_ground_handoff
facility_1577,کلینیک گفتاردرمانی کاردرمانی و نوروتراپی ماهان,clinic,35.6315757,51.3752093,False,eligible_for_obstacle_safe_drone_routing
facility_1578,دندانپزشکی دکتر برشوئی,doctors,35.7885518,51.4230579,False,eligible_for_obstacle_safe_drone_routing
facility_1579,کلینیک فیزیوتراپی فردین,hospital,35.7466035,51.2477848,True,requires_special_authorization_or_ground_handoff
facility_1580,کلینیک زیبایی ماه زر,clinic,35.7712639,51.367641,False,eligible_for_obstacle_safe_drone_routing
facility_1581,رادیولوژی فک دندان و صورت,doctors,35.7814383,51.3712126,False,eligible_for_obstacle_safe_drone_routing
facility_1582,طب کار آریا پژوهان,laboratory,35.7086889,51.3751785,True,requires_special_authorization_or_ground_handoff
facility_1583,فیزیوتراپی شفابخش,clinic,35.7102402,51.4487649,True,requires_special_authorization_or_ground_handoff
facility_1584,مرکز زیبایی دکتر الگا,clinic,35.8130301,51.4109952,False,eligible_for_obstacle_safe_drone_routing
facility_1585,مطب پوست و زیبایی دکتر نازیلا محمدزاده,doctors,35.7257091,51.5196786,True,requires_special_authorization_or_ground_handoff
facility_1586,Loveya Skincare,clinic,35.7924421,51.4161584,False,eligible_for_obstacle_safe_drone_routing
facility_1587,بیمارستان نور,hospital,35.6103699,51.4386695,False,eligible_for_obstacle_safe_drone_routing
facility_1588,سونوگرافی و رادیولوژی دکتر الهی فر,laboratory,35.7562301,51.3946037,False,eligible_for_obstacle_safe_drone_routing
facility_1589,مطب متخصص پزشکی ورزشی,doctors,35.7679799,51.4603083,True,requires_special_authorization_or_ground_handoff
facility_1590,مطب دکتر ناصر امینی صدر,doctors,35.7630359,51.4436204,False,eligible_for_obstacle_safe_drone_routing
facility_1591,مطب دکتر ایوب صالحی,hospital,35.735506,51.3419725,False,eligible_for_obstacle_safe_drone_routing
facility_1592,درمانگاه قوامین,clinic,35.6972894,51.2646521,True,requires_special_authorization_or_ground_handoff
facility_1593,درمانگاه شبانه روزی قائم آل طه,clinic,35.6930537,51.4884441,True,requires_special_authorization_or_ground_handoff
facility_1594,درمانگاه تخصصی دیابت قائم,clinic,35.6934182,51.4892418,True,requires_special_authorization_or_ground_handoff
facility_1595,کلینیک زیبایی سوین,clinic,35.7809074,51.3529843,False,eligible_for_obstacle_safe_drone_routing
facility_1596,مهندسی پیشرو چیره صنعت,laboratory,35.7293597,51.424694,True,requires_special_authorization_or_ground_handoff
facility_1597,کاردرمانی و گفتاردرمانی نگاه,clinic,35.7138596,51.3888582,True,requires_special_authorization_or_ground_handoff
facility_1598,محموعه لاغری وندا,clinic,35.7955429,51.3585093,False,eligible_for_obstacle_safe_drone_routing
facility_1599,آزمایشگاه پاتوبیولوژی ۱۷ شهریور,laboratory,35.6803709,51.4471492,True,requires_special_authorization_or_ground_handoff
facility_1600,چشم پزشکی دکتر بابک صادقی,doctors,35.7345868,51.3291377,False,eligible_for_obstacle_safe_drone_routing
facility_1601,درمانگاه فرهنگیان,clinic,35.7252632,51.335716,True,requires_special_authorization_or_ground_handoff
facility_1602,دکتر احسان مرادی متخصص جراحی مغز و اعصاب,doctors,35.7641213,51.4447565,False,eligible_for_obstacle_safe_drone_routing
facility_1603,رادیولوژی و سونوگرافی مهرگان,doctors,35.734616,51.3291627,False,eligible_for_obstacle_safe_drone_routing
facility_1604,مطب گلها (سانا اسکین سابق),doctors,35.7632134,51.3372555,False,eligible_for_obstacle_safe_drone_routing
facility_1605,متخصص زنان و زایمان الهه سلگی,doctors,35.7570376,51.3990129,False,eligible_for_obstacle_safe_drone_routing
facility_1606,آزمایشگاه پاتوبیولوژی مدیک,laboratory,35.7526783,51.4118757,False,eligible_for_obstacle_safe_drone_routing
facility_1607,کلینیک زخم بینش,clinic,35.7085566,51.3974926,False,eligible_for_obstacle_safe_drone_routing
facility_1608,مطب دکتر زینب بهرام نژاد متخصص زنان و زایمان,doctors,35.7656632,51.4761286,False,eligible_for_obstacle_safe_drone_routing
facility_1609,کلینیک قلب و عروق دکتر نیلچیان,doctors,35.7610538,51.4457485,True,requires_special_authorization_or_ground_handoff
facility_1610,فیزیوتراپی شادتن,doctors,35.7829375,51.3813867,False,eligible_for_obstacle_safe_drone_routing
facility_1611,كلينيك پوست و مو دكتر سارا نجفي,doctors,35.8094323,51.4136212,False,eligible_for_obstacle_safe_drone_routing
facility_1612,مرکز جراحی زیبایی ساوی,clinic,35.8071126,51.4623933,False,eligible_for_obstacle_safe_drone_routing
facility_1613,دکتر مهران آقاگلی,doctors,35.7589242,51.4133033,False,eligible_for_obstacle_safe_drone_routing
facility_1615,درمانگاه,clinic,35.7042415,51.460308,True,requires_special_authorization_or_ground_handoff
facility_1616,مرکز ترک اعتیاد نشاط سلامت آرامش,clinic,35.7994052,51.4407731,True,requires_special_authorization_or_ground_handoff
facility_1617,روانشناس دكتر مينا احمديان,doctors,35.7960685,51.4438637,True,requires_special_authorization_or_ground_handoff
facility_1618,کلینیک زیبایی الماس,clinic,35.6759148,51.3561817,True,requires_special_authorization_or_ground_handoff
facility_1619,کلینیک رژیم درمانی مهساشیری,clinic,35.697017,51.2539628,True,requires_special_authorization_or_ground_handoff
facility_1620,کلینیک زیبایی پارسیان بیوتی(پرشین بیوتی),clinic,35.7661843,51.4306425,True,requires_special_authorization_or_ground_handoff
facility_1621,مرکز تصویر برداری رازی(دکتر علیزاده),clinic,35.5925692,51.4402131,False,eligible_for_obstacle_safe_drone_routing
facility_1622,بیمارستان سینا,hospital,35.6863276,51.4119795,False,eligible_for_obstacle_safe_drone_routing
facility_1623,آزمایشگاه پاتوبیولوژی دکتر سرخه ای,laboratory,35.6531921,51.4989536,False,eligible_for_obstacle_safe_drone_routing
facility_1624,کلینیک اورولوژی دکتر آرش رنجبر,clinic,35.7803548,51.4625986,False,eligible_for_obstacle_safe_drone_routing
facility_1625,مرکز زیبایی و تناسب اندام آرمیتا,clinic,35.7338255,51.3942651,False,eligible_for_obstacle_safe_drone_routing
facility_1626,لیلا اصغری فوق تخصص غدد,doctors,35.7433302,51.4051796,True,requires_special_authorization_or_ground_handoff
facility_1627,کلینیک ترک اعتیاد متین طب سجاد,clinic,35.6914521,51.3453156,True,requires_special_authorization_or_ground_handoff
facility_1628,دکتر مجید فرجی قلب و عروق,doctors,35.7677845,51.461538,False,eligible_for_obstacle_safe_drone_routing
facility_1629,دکتر فرشید احمدی پوست و زیبایی,doctors,35.7390491,51.3265438,False,eligible_for_obstacle_safe_drone_routing
facility_1630,مطب دندانپزشکی و ایمپلنت دکتر اورعی,doctors,35.7534594,51.5304519,False,eligible_for_obstacle_safe_drone_routing
facility_1631,رادیولوژی و سونوگرافی کوروش,clinic,35.7073991,51.3905033,False,eligible_for_obstacle_safe_drone_routing
facility_1632,راديولوژي دهان، فك و صورت دكتر نيلوفر مفيدي,doctors,35.7630754,51.2907657,True,requires_special_authorization_or_ground_handoff
facility_1633,مطب دکتر پدرام مهریان,doctors,35.7904138,51.418682,True,requires_special_authorization_or_ground_handoff
facility_1634,دکتر آنا دیلمی پزشک زیبایی,doctors,35.7837412,51.4471614,False,eligible_for_obstacle_safe_drone_routing
facility_1635,مطب دکتر محمد علی قائد,doctors,35.7830761,51.3774575,False,eligible_for_obstacle_safe_drone_routing
facility_1636,کلینیک زیبایی دکتر مخبریان,doctors,35.7218861,51.3386428,True,requires_special_authorization_or_ground_handoff
facility_1637,مطب دندانپزشکی دکتر فریور,doctors,35.7706437,51.37238,False,eligible_for_obstacle_safe_drone_routing
facility_1638,دکتر سلطانی نژاد,doctors,35.6313689,51.3685681,False,eligible_for_obstacle_safe_drone_routing
facility_1639,دکتر حمیدرضا آزادی فرد,doctors,35.640659,51.4875762,False,eligible_for_obstacle_safe_drone_routing
facility_1640,سونوگرافی نبوت,clinic,35.6873516,51.3738377,True,requires_special_authorization_or_ground_handoff
facility_1641,مطب دکتر لیلا مقدم,doctors,35.7600124,51.4144096,False,eligible_for_obstacle_safe_drone_routing
facility_1642,کلینیک ترک اعتیاد پیام تندرستی,doctors,35.7614311,51.400609,False,eligible_for_obstacle_safe_drone_routing
facility_1643,کلینیک تخصصی روانشناسی و مشاوره نوژا,doctors,35.721562,51.3467572,True,requires_special_authorization_or_ground_handoff
facility_1644,مطب دکتر غلامرضا معروفی,doctors,35.7991444,51.4737603,True,requires_special_authorization_or_ground_handoff
facility_1645,کلینیک امید نو مرکز تخصصی درمان پای دیابتی,doctors,35.7942691,51.4356398,True,requires_special_authorization_or_ground_handoff
facility_1646,مطب دکتر مریم پیروی,doctors,35.7780995,51.3610243,True,requires_special_authorization_or_ground_handoff
facility_1647,مطب دکتر پاکنژاد روانشناس,doctors,35.7528651,51.3735083,False,eligible_for_obstacle_safe_drone_routing
facility_1648,مطب دکتر عبدالرضا روئین تن,doctors,35.758313,51.4108622,True,requires_special_authorization_or_ground_handoff
facility_1649,پزشک متخصص وجراح  زنان و زایمان,doctors,35.7656264,51.3610624,False,eligible_for_obstacle_safe_drone_routing
facility_1650,کلینیک زیبایی نیلاز,clinic,35.7577426,51.3159376,False,eligible_for_obstacle_safe_drone_routing
facility_1651,پزشک متخصص قلب و عروق  دکتر ترقی,doctors,35.7287872,51.4205941,False,eligible_for_obstacle_safe_drone_routing
facility_1652,کلینیک زیبایی لیا,doctors,35.7706357,51.3743836,False,eligible_for_obstacle_safe_drone_routing
facility_1653,رادیولوژی دکتر زهرا صاحب نسق,laboratory,35.7597579,51.4426611,True,requires_special_authorization_or_ground_handoff
facility_1654,کلینیک زیبایی مهرزاد,doctors,35.7836998,51.3819751,False,eligible_for_obstacle_safe_drone_routing
facility_1655,دکتر توکل,clinic,35.7069597,51.3039982,True,requires_special_authorization_or_ground_handoff
facility_1656,دکتر سید احمد میرعربشاهی,doctors,35.7383394,51.3063086,True,requires_special_authorization_or_ground_handoff
facility_1657,رادیولوژی و سونوگرافی مرزداران غرب,laboratory,35.7342014,51.3547557,False,eligible_for_obstacle_safe_drone_routing
facility_1658,دکتر مجتبی واهب فوق تخصص جراحی پلاستیک و زیبایی,doctors,35.7795427,51.3624202,True,requires_special_authorization_or_ground_handoff
facility_1659,مطب دکتر فواد فولادی,doctors,35.7973206,51.4588393,False,eligible_for_obstacle_safe_drone_routing
facility_1660,دکتر مهدی حیدری روانپزشک,doctors,35.738549,51.5581277,False,eligible_for_obstacle_safe_drone_routing
facility_1661,دندانپزشکی مریم چهارکامه,doctors,35.6459977,51.4729286,False,eligible_for_obstacle_safe_drone_routing
facility_1662,دکتر آرمان فر متخصص جراحي مغز واعصاب,doctors,35.7630909,51.4440372,False,eligible_for_obstacle_safe_drone_routing
facility_1663,کلینیک روانشناسی روشان,doctors,35.7804683,51.4574657,False,eligible_for_obstacle_safe_drone_routing
facility_1664,دکتر محمد نویدی,doctors,35.7814806,51.371232,False,eligible_for_obstacle_safe_drone_routing
facility_1665,دکتر شباهنگ محمدی,doctors,35.7504544,51.4088282,False,eligible_for_obstacle_safe_drone_routing
facility_1666,دکتر امیرعلی سهراب پور,doctors,35.8116902,51.4504395,False,eligible_for_obstacle_safe_drone_routing
facility_1667,Unique Smile مطب دندانپزشکی دکتر لیلا عطایی,doctors,35.8048807,51.4622113,False,eligible_for_obstacle_safe_drone_routing
facility_1668,دکتر مجید صمصامی,doctors,35.761809,51.4456729,True,requires_special_authorization_or_ground_handoff
facility_1669,دکتر شروین قوامی,doctors,35.7715169,51.3771223,False,eligible_for_obstacle_safe_drone_routing
facility_1670,جراح فک وصورت دکتر کبروی,doctors,35.7240624,51.4395837,True,requires_special_authorization_or_ground_handoff
facility_1671,دکتر هادی حجت دوست داخلی طب سالمندی,doctors,35.7988714,51.4419381,True,requires_special_authorization_or_ground_handoff
facility_1672,دکتر طاهره فروغی فر,doctors,35.7714757,51.3828672,False,eligible_for_obstacle_safe_drone_routing
facility_1673,دندانپزشکی دکتر سپیده لیاقت,doctors,35.7843781,51.4595779,True,requires_special_authorization_or_ground_handoff
facility_1674,مطب دندانپزشکی دکتر لیلا شاکری,doctors,35.7807186,51.4676186,True,requires_special_authorization_or_ground_handoff
facility_1675,مطب تخصصي دندانپزشكي دكتر عليرضا اميني,doctors,35.7704131,51.412366,False,eligible_for_obstacle_safe_drone_routing
facility_1676,مطب نوروتراپی و روانپزشکی دکتر کروندی,doctors,35.756844,51.3988962,False,eligible_for_obstacle_safe_drone_routing
facility_1677,دکتر سعید طالب زاده بنکدار,doctors,35.7949304,51.4170088,False,eligible_for_obstacle_safe_drone_routing
facility_1678,مطب دکتر حسن راشکی اگزوزوم تراپی,doctors,35.7305773,51.4129971,False,eligible_for_obstacle_safe_drone_routing
facility_1679,مطب آلرژي دكتر سپيده داروگر,doctors,35.8120809,51.4633932,False,eligible_for_obstacle_safe_drone_routing
facility_1680,گروه روانپزشکی ویان مطب دکتر سامرند سلیمی مطب علامه,doctors,35.7715159,51.3829297,False,eligible_for_obstacle_safe_drone_routing
facility_1681,دکتر علی فولادیان,doctors,35.6759456,51.2667056,True,requires_special_authorization_or_ground_handoff
facility_1682,کلینیک قلب دکتر شیخ,doctors,35.7221199,51.3322104,True,requires_special_authorization_or_ground_handoff
facility_1683,کلینیک روان شناسی تارا,doctors,35.7387051,51.4146272,True,requires_special_authorization_or_ground_handoff
facility_1684,آزمایشگاه خیریه موسوی کیانی,laboratory,35.6716297,51.4318161,False,eligible_for_obstacle_safe_drone_routing
facility_1685,مطب دکتر فاطمه دیانتی,doctors,35.6581621,51.3577752,True,requires_special_authorization_or_ground_handoff
facility_1686,مرکز تخصصی فیزیوتراپی دکتر جمهوری,doctors,35.8099834,51.4505108,False,eligible_for_obstacle_safe_drone_routing
facility_1687,طب سوزنی دکتر وحید قاسمی,doctors,35.7988703,51.4736877,True,requires_special_authorization_or_ground_handoff
facility_1688,مطب دکتر هدی سادات اعتمادزاده,doctors,35.7594214,51.4103969,True,requires_special_authorization_or_ground_handoff
facility_1689,مطب تخصصی دندانپزشکی دکتر آزاده خاجوی,doctors,35.8022019,51.4347472,True,requires_special_authorization_or_ground_handoff
facility_1690,مطب پوست مو و زیبایی,doctors,35.6564923,51.324588,True,requires_special_authorization_or_ground_handoff
facility_1691,مطب دکتر علی بختیاری متخصص جراحی پلاستیک,doctors,35.7768691,51.3655712,True,requires_special_authorization_or_ground_handoff
facility_1692,کلینیک سلامت پا کهن (اسکن کف پا،کفی طبی),clinic,35.7217031,51.3478364,True,requires_special_authorization_or_ground_handoff
facility_1693,مرکز گوارش دکتر اژیه,clinic,35.764892,51.3567612,True,requires_special_authorization_or_ground_handoff
facility_1694,مرکز لیزر دکتر فرزانه شیرازی,clinic,35.7648071,51.3567829,True,requires_special_authorization_or_ground_handoff
facility_1695,مرکز سرپایی درمان اختلالات مصرف مواد دکتر مومن خانی,clinic,35.7668172,51.4423936,True,requires_special_authorization_or_ground_handoff
facility_1696,دکتر رضا سیفی فلوشیپ  (فوق تخصص) قلب و عروق,doctors,35.7437393,51.404874,True,requires_special_authorization_or_ground_handoff
facility_1697,مطب پوست و زیبایی دکتر فاضله حیدریان,doctors,35.7955615,51.4485395,True,requires_special_authorization_or_ground_handoff
facility_1698,بهبود طب,doctors,35.7360938,51.4312194,False,eligible_for_obstacle_safe_drone_routing
facility_1699,رادیولوژی فک و صورت سانی تا,laboratory,35.7052397,51.2565133,True,requires_special_authorization_or_ground_handoff
facility_1700,مرکز خدمات جامع سلامت سعد دربند,clinic,35.8258075,51.4256472,True,requires_special_authorization_or_ground_handoff
facility_1701,مرکز روانشناسی دکتر سرافزازنسب,doctors,35.7551919,51.3340697,False,eligible_for_obstacle_safe_drone_routing
facility_1702,دکتر پونه یزدانی متخصص پوست مو زیبایی,doctors,35.7780386,51.3602861,True,requires_special_authorization_or_ground_handoff
facility_1703,مطب دکتر علیرضا رئوف,doctors,35.7713718,51.3805649,False,eligible_for_obstacle_safe_drone_routing
facility_1704,دکتر علیرضا رئوف,doctors,35.7712214,51.3805625,False,eligible_for_obstacle_safe_drone_routing
facility_1705,مطب سعادت آباد دکتر بهزاد محمودی نژاد,doctors,35.7833988,51.3806705,False,eligible_for_obstacle_safe_drone_routing
facility_1706,دکتر نیکا مجاهد یزدی,hospital,35.796707,51.4121023,False,eligible_for_obstacle_safe_drone_routing
facility_1707,کلینیک پرنسا,clinic,35.686576,51.2400082,True,requires_special_authorization_or_ground_handoff
facility_1708,کلینیک کاردرمانی و گفتاردرمانی نمو,clinic,35.7353951,51.4953496,True,requires_special_authorization_or_ground_handoff
facility_1709,دکتر سعیده عادلی متخصص قلب و واریس,doctors,35.7701783,51.3637123,False,eligible_for_obstacle_safe_drone_routing
facility_1710,کلینیک قلب کودکان و اکو جنین دکتر رضا مسیحی,clinic,35.7470111,51.4496373,False,eligible_for_obstacle_safe_drone_routing
facility_1711,مطب دکتر مهدی درزی,doctors,35.7848272,51.3737041,True,requires_special_authorization_or_ground_handoff
facility_1712,کلینیک دکتر بیتا ساقی,clinic,35.7679889,51.460788,True,requires_special_authorization_or_ground_handoff
facility_1713,درمانگاه بهراد,clinic,35.7319361,51.333454,True,requires_special_authorization_or_ground_handoff
facility_1714,دکتر فاطمه متقی زاده  کلینیک جامع قلب و عروق آرام,clinic,35.7267018,51.4361358,False,eligible_for_obstacle_safe_drone_routing
facility_1715,ساختمان پزشکان جمهوری,clinic,35.6959054,51.3833432,False,eligible_for_obstacle_safe_drone_routing
facility_1716,کلینیک ماری,doctors,35.7206734,51.3531916,True,requires_special_authorization_or_ground_handoff
facility_1717,مطب دندانپزشکی دکتر آذر رئوفی,doctors,35.6990229,51.382297,False,eligible_for_obstacle_safe_drone_routing
facility_1718,مطب دکتر سپیده نیازی,doctors,35.7338164,51.3942032,False,eligible_for_obstacle_safe_drone_routing
facility_1719,دکتر محسن جواد زاده,doctors,35.7607036,51.4444538,True,requires_special_authorization_or_ground_handoff
facility_1720,مطب دکتر ابراهیم محمدنشتایی,doctors,35.7605704,51.4510904,False,eligible_for_obstacle_safe_drone_routing
facility_1721,دکتر مائده پورنصیر دندانپزشک،متخصص لثه و ایمپلنت,doctors,35.7807126,51.4630084,False,eligible_for_obstacle_safe_drone_routing
facility_1722,مرکز روانشناسی و مشاوره علیسا,doctors,35.766688,51.396217,True,requires_special_authorization_or_ground_handoff
facility_1723,مطب تخصصی زنان و زایمان دکتر مرضیه بهنام,doctors,35.7315305,51.5037694,True,requires_special_authorization_or_ground_handoff
facility_1724,کلینیک هومیوپاتی دکتر اخوان,doctors,35.7182123,51.4335003,True,requires_special_authorization_or_ground_handoff
facility_1725,مطب دکتر الهام کفایی,doctors,35.80786,51.4193691,False,eligible_for_obstacle_safe_drone_routing
facility_1726,مرکز پزشکی هسته ای رازی,clinic,35.6918793,51.4805465,True,requires_special_authorization_or_ground_handoff
facility_1727,مطب تغذیه دکتر حسنی,doctors,35.7696983,51.3588289,False,eligible_for_obstacle_safe_drone_routing
facility_1728,دکتر حمیده طهماسبی بروجنی,doctors,35.7824615,51.3762734,False,eligible_for_obstacle_safe_drone_routing
